WS,Element
Sesion5,CAR.Boston_L2
Sesion5,CAR.Castellana_L3
Sesion5,CAR.IND Radisson_M1
Sesion5,CAR.Tamarindo-2_R3
Sesion5,CAR.Villa Lorena-2_T3
Sesion5,BAR.Calle 17_L2
Sesion5,BAR.Ciudad Paraiso_M1
Sesion5,BAR.Estadio Metro-2_T6
Sesion5,BAR.Estadio Metro_L3
Sesion5,BAR.Estadio Metro_M3
Sesion5,BAR.IND Equinorte KIT_M2
Sesion5,BAR.Las Mercedes Sur (P1)_T1
Sesion5,BAR.Metrocentro_T2
Sesion5,BAR.Murillo-2 (P1)_M3
Sesion5,BAR.Parque Padilla (P1)_L1
Sesion5,BAR.Parque Rosado (P1)_L2
Sesion5,BAR.Rb El Bosque_R1
Sesion5,BAR.Rb Soledad-1_T1
Sesion5,BAR.Rb Trinidad_L3
Sesion5,BAR.Simon Bolivar-2_R3
Sesion5,BAR.Universal (P1)_T1
Sesion5,CAR.C Amurallado_T1
Sesion5,CAR.Ladrillera La Clay_T1
Sesion5,CAR.Las Americas-2_T2
Sesion5,CAR.Paraiso_R1
Sesion5,CAR.Villa Lorena-2_M1
Sesion5,BAR.Calle 30-5 (P1)_T1
Sesion5,BAR.Centro Civico:H1_L1
Sesion5,BAR.Ciudad Paraiso_T2
Sesion5,BAR.Club Caujaral_T3
Sesion5,BAR.Granada_L3
Sesion5,BAR.Las Flores_L1
Sesion5,BAR.Miramar-2 (P1)_M2
Sesion5,BAR.Paraiso-2 (P1)_L1
Sesion5,BAR.RB Campestre_M2
Sesion5,BAR.RB Cementerio_T2
Sesion5,BAR.Riomar_M2
Sesion5,BAR.Robles-2_T2
Sesion5,BAR.Santa Monica_M3
Sesion5,BAR.Universal_L3
Sesion5,BAR.Via 40-4_M2
Sesion5,BAR.Zona Franca-2_M1
Sesion5,BOL.Bayunca_M1
Sesion5,BOL.Carmen Bolivar_T1
Sesion5,BOL.Las Piedras_M2
Sesion5,BOL.Nepomuceno-2_T1
Sesion5,BOL.Turbana_R3
Sesion5,CAR.Bco Popular-2_M3
Sesion5,CAR.Bosque_M1
Sesion5,CAR.Boston_M2
Sesion5,CAR.Cartagenita_L3
Sesion5,CAR.Crespo-2_L1
Sesion5,CAR.IND CAV Ejecutivos_L1
Sesion5,CAR.Ladrillera La Clay_M3
Sesion5,CAR.Mamonal-6:H1_M3
Sesion5,CAR.Pedro Heredia_T1
Sesion5,CAR.Perimetral Reub_M3
Sesion5,CAR.Purina_M2
Sesion5,BAR.Batalla de Flores-3 REU_M4
Sesion5,BAR.Buenavista-2 (P3)_M3
Sesion5,BAR.Castellana_L1
Sesion5,BAR.Metroparque_M3
Sesion5,BAR.Silencio:H2_T2
Sesion5,BOL.Arenal del Sur_L1
Sesion5,BOL.Arroyo Hondo_L1
Sesion5,BOL.Malagana_T2
Sesion5,CAR.Blas Delezo_L1
Sesion5,CAR.Bocagrande-2:P1_L2
Sesion5,CAR.Crespo-2_L2
Sesion5,CAR.IND Custodiar BR_L1
Sesion5,CAR.Mamonal-2 (P1)_M1
Sesion5,CAR.Manga_M3
Sesion5,CAR.Paraiso_T2
Sesion5,CAR.Socorro_M2
Sesion5,BAR.Centro-2_L1
Sesion5,BAR.Juan Mina_T1
Sesion5,BAR.Pa la Playa_M2
Sesion5,BAR.Rb Estadio-1:H1_R1
Sesion5,BAR.Springfield:H3_T2
Sesion5,BAR.Vivero_L2
Sesion5,BOL.Maria La Baja_T3
Sesion5,BOL.Pontezuela_M1
Sesion5,CAR.Bco Popular-1_T1
Sesion5,CAR.Bco Popular-2_L1
Sesion5,CAR.Bocagrande-2:P2_R3
Sesion5,CAR.Morros_L3
Sesion5,CAR.Pozon-2_R3
Sesion5,BAR.Aduana_L3
Sesion5,BAR.Alboraya:H1_T2
Sesion5,BAR.Buenavista-3_T3
Sesion5,BAR.C Americanos Moderno (P1)_M2
Sesion5,BAR.CCM:H1_L3
Sesion5,BAR.Calle 17-2_T1
Sesion5,BAR.Carrera 8_R1
Sesion5,BAR.IND Falabella MallPlaza_M1
Sesion5,BAR.Juan Mina_M3
Sesion5,BAR.La Mina_L1
Sesion5,BAR.Metropolitano-2_R2
Sesion5,BAR.Paraiso_L3
Sesion5,BAR.Parque Rosado (P4)_L2
Sesion5,BAR.Roberto Melendez (P3)_M3
Sesion5,BAR.Tobogan_M3
Sesion5,BAR.Uniautonoma (P2)_L3
Sesion5,BAR.Velodromo_T1
Sesion5,BOL.Mompox-3_M2
Sesion5,BOL.Morales_L1
Sesion5,CAR.Bocagrande-2:P2_R2
Sesion5,CAR.Convenciones Barahona_L1
Sesion5,CAR.Corredor de Carga_L3
Sesion5,CAR.Crespo-2 (P2)_M3
Sesion5,CAR.Diamante-2_M1
Sesion5,CAR.IND Puerto Mamonal_M1
Sesion5,CAR.Karibanna_L1
Sesion5,CAR.Pie del Cerro_L1
Sesion5,CAR.Plazuela_R2
Sesion5,CAR.Socorro-3_T2
Sesion5,CAR.Socorro_T2
Sesion5,BAR.Altamira_T2
Sesion5,BAR.Altos del Limonar-2 (P1)_R2
Sesion5,BAR.Boulevard 59 (P1)_L2
Sesion5,BAR.Carrizal-2_M2
Sesion5,BAR.Concord_M3
Sesion5,BAR.Estadio Metro-2_T3
Sesion5,BAR.IND Centro Tauro_L3
Sesion5,BAR.La Magdalena_R3
Sesion5,BAR.Portal del Prado-2_L6
Sesion5,BAR.RB Los Trupillos:H1_M2
Sesion5,BAR.Rb Paraiso Romano:H1_T2
Sesion5,BAR.Tabor_T2
Sesion5,BAR.Villa Luz_M2
Sesion5,BAR.Villa San Pablo_M1
Sesion5,BAR.Villa Santos_M3
Sesion5,BOL.Cerro Maco_M1
Sesion5,BOL.Mompox-1_L1
Sesion5,BOL.Mompox-2_T5
Sesion5,CAR.Bocagrande-8_T3
Sesion5,CAR.Caracucha_L3
Sesion5,CAR.Castellana_L2
Sesion5,CAR.Castellana_R2
Sesion5,CAR.Chambacu_R3
Sesion5,CAR.Purina_L3
Sesion5,CAR.Recreo_R2
Sesion5,CAR.Ternera_M2
Sesion5,BAR.Alto Prado_R1
Sesion5,BAR.Blue Garden (P2)_L3
Sesion5,BAR.Ciudad Jardin_T2
Sesion5,BAR.Ciudad Jardin_T3
Sesion5,BAR.IND Ara_T2
Sesion5,BAR.Miramar-1_M3
Sesion5,BAR.Parque Rosado (P3)_T1
Sesion5,BAR.RB Los Loteros:H1_M3
Sesion5,BAR.RB Los Trupillos:H1_L1
Sesion5,BAR.Santa Monica_T1
Sesion5,BAR.TMP RB Paraiso Romano_R2
Sesion5,BAR.Villa San Pablo_T3
Sesion5,BAR.Vivero_M1
Sesion5,BOL.Achi_T3
Sesion5,BOL.Turbaco-5_L1
Sesion5,BOL.Turbana_M3
Sesion5,CAR.Bocagrande-8_T1
Sesion5,CAR.Crespo-2_M1
Sesion5,CAR.Diamante Reub_L3
Sesion5,CAR.Hospital Naval Reub_L1
Sesion5,CAR.La Princesa_M1
Sesion5,CAR.Las Americas_R2
Sesion5,CAR.Mamonal-1_M2
Sesion5,CAR.Mamonal-6:H1_M2
Sesion5,CAR.Plazuela_L3
Sesion5,CAR.Tamarindo_M1
Sesion5,BAR.Asuncion_L1
Sesion5,BAR.Buenos Aires_M2
Sesion5,BAR.Circunvalar-1 (P1)_R3
Sesion5,BAR.Concepcion_M6
Sesion5,BAR.Estadio Metro_T10
Sesion5,BAR.Olaya Herrera_M1
Sesion5,BAR.RB Granabastos:H2_T2
Sesion5,BAR.RB La Candelaria_M3
Sesion5,BAR.RB Sourdis ALT2_M3
Sesion5,BAR.Uniautonoma (P2)_T1
Sesion5,BAR.Zona Franca_T1
Sesion5,BOL.Magangue-5_T3
Sesion5,BOL.Nepomuceno-5_M1
Sesion5,CAR.Bco Popular-1_M3
Sesion5,CAR.Cadetes (P1)_M2
Sesion5,CAR.Club Profesionales_T1
Sesion5,CAR.Contadora-2_T3
Sesion5,CAR.Juanita_T3
Sesion5,CAR.Laguna Club (P2)_T1
Sesion5,CAR.Mamonal-3 Reub_R2
Sesion5,CAR.RB Crespo_L2
Sesion5,CAR.Santa Lucia-2_R1
Sesion5,CAR.Tamarindo-3_T1
Sesion5,CAR.Villa Lorena-3_T2
Sesion5,BAR.Altos del Limonar_M3
Sesion5,BAR.CCM:H1_T3
Sesion5,BAR.Carrera 46_L1
Sesion5,BAR.Carulla 72_L3
Sesion5,BAR.Chiquinquira_M2
Sesion5,BAR.Cordialidad-2_T1
Sesion5,BAR.Estadio Metro-2_T8
Sesion5,BAR.IND Homecenter Norte_T1
Sesion5,BAR.La Victoria_M1
Sesion5,BAR.Marisol_T1
Sesion5,BAR.Miramar-2 (P1)_M3
Sesion5,BAR.Pueblo_M3
Sesion5,BAR.Rb Pastoral_L3
Sesion5,BAR.Rb Soledad-1_L3
Sesion5,BAR.Tanque Recreo-1_L3
Sesion5,BAR.Villa Argelia_T1
Sesion5,BAR.Villa San Pablo_T1
Sesion5,BOL.Boquilla_L2
Sesion5,CAR.Caracucha_L1
Sesion5,CAR.Cementerio-3_L2
Sesion5,CAR.El Libano_L3
Sesion5,CAR.Palmeras-2_M3
Sesion5,CAR.Punta Canoa_R1
Sesion5,CAR.Surtigas-2_L1
Sesion5,CAR.Villa Olimpica (P4)_L1
Sesion5,BAR.CD Caribe_T2
Sesion5,BAR.Calle 17-2_L2
Sesion5,BAR.Carulla 72_T1
Sesion5,BAR.Cumbre_M3
Sesion5,BAR.Exito-2 (P2)_L1
Sesion5,BAR.Juan Mina_M2
Sesion5,BAR.Plaza de Soledad_M2
Sesion5,BAR.Policia Nacional_L4
Sesion5,BAR.Pueblo_L2
Sesion5,BAR.RB Puerta del Sol (P2)_T1
Sesion5,BAR.RB Via 40_T3
Sesion5,BAR.Roberto Melendez (P3)_T3
Sesion5,BAR.Romelio_M4
Sesion5,BAR.Silencio (P1)_L2
Sesion5,BAR.Sorrento_L2
Sesion5,BOL.Malagana_M3
Sesion5,CAR.Contadora-2_T1
Sesion5,CAR.Estadio-3_M2
Sesion5,CAR.Hilton:P1_M2
Sesion5,CAR.Muelles El Bosque (P1)_T1
Sesion5,CAR.Pedro Heredia_M1
Sesion5,CAR.Pedro Heredia_T3
Sesion5,CAR.Villa Olimpica (P4)_T1
Sesion5,BAR.Americas_L2
Sesion5,BAR.Buenavista-3 (P1)_M2
Sesion5,BAR.Circunvalar-1 (P1)_L2
Sesion5,BAR.Country Club_M1
Sesion5,BAR.Las Cayenas (P1)_T3
Sesion5,BAR.Pradera_M2
Sesion5,BAR.RB Club Italiano ALT 1_M2
Sesion5,BAR.RB Ethernit_M2
Sesion5,BAR.Riomar_M3
Sesion5,BAR.Suri Salcedo_T1
Sesion5,BAR.Unimetro_L2
Sesion5,BAR.Via 40-5_M2
Sesion5,BOL.La Haya_M1
Sesion5,BOL.Magangue Bancos_L1
Sesion5,BOL.Montecristo_L1
Sesion5,CAR.Ladrillera La Clay_M1
Sesion5,CAR.Terminal Reub_T1
Sesion5,BAR.Blue Garden (P1)_L1
Sesion5,BAR.Calle 30_L1
Sesion5,BAR.Calle 93 (P1)_L3
Sesion5,BAR.Centro-2_T2
Sesion5,BAR.Granabastos-2_R2
Sesion5,BAR.La Magdalena_L2
Sesion5,BAR.Los Loteros-2 Reub_M3
Sesion5,BAR.Murillo-2 (P1)_L3
Sesion5,BAR.Nueva Colombia (P1)_T1
Sesion5,BAR.RB Via 40_M2
Sesion5,BAR.Rb Cannon_R3
Sesion5,BAR.Rb Helena_M2
Sesion5,BAR.Rb Trinidad_R3
Sesion5,BAR.Sao 93 (P2)_T3
Sesion5,BAR.Uninorte_L2
Sesion5,BAR.Villacountry-3_L1
Sesion5,BOL.Cicuco_M1
Sesion5,BOL.Maria La Baja-2_T2
Sesion5,BOL.Matute_L1
Sesion5,BOL.Mompox-3_T3
Sesion5,CAR.Cementerio_M1
Sesion5,CAR.Crespo-2_L3
Sesion5,CAR.Las Americas-2_R1
Sesion5,CAR.Mamonal-13_L1
Sesion5,CAR.Pie del Cerro_M2
Sesion5,CAR.Pie del Cerro_R1
Sesion5,BAR.Alto Prado-2_L1
Sesion5,BAR.Caujaral_R3
Sesion5,BAR.Concord_L2
Sesion5,BAR.Gran Centro_M1
Sesion5,BAR.Granabastos-2_M2
Sesion5,BAR.Las Cometas_L1
Sesion5,BAR.Murillo-2 (P1)_L2
Sesion5,BAR.Portal del Prado-2_L3
Sesion5,BAR.RB Soledad Centro:H2_T2
Sesion5,BAR.Rb Trinidad_M1
Sesion5,BAR.Roberto Melendez (P1)_M3
Sesion5,BAR.Universal_T3
Sesion5,BAR.Via 40-5_M1
Sesion5,BAR.Villasantos-3 (P1)_M2
Sesion5,BAR.Vivero_R1
Sesion5,BAR.Vivero_R2
Sesion5,BOL.Arroyo Grande_L1
Sesion5,BOL.Mompox-3_L1
Sesion5,BOL.Turbaco-5_R3
Sesion5,CAR.CAC Bocagrande_L3
Sesion5,CAR.Chambacu_T1
Sesion5,CAR.Contadora_L3
Sesion5,CAR.Diamante Reub_M2
Sesion5,CAR.Estadio-3_M3
Sesion5,CAR.Getsemani_T3
Sesion5,CAR.Muelles El Bosque (P1)_M2
Sesion5,CAR.SDS Bosque_T2
Sesion5,CAR.San Isidro_M2
Sesion5,CAR.Terminal-2_L3
Sesion5,CAR.Villa Olimpica (P2)_L2
Sesion5,BAR.20 de Julio_M3
Sesion5,BAR.Aeropuerto-2_M3
Sesion5,BAR.Altos del Limonar_T1
Sesion5,BAR.Carrera 8_T3
Sesion5,BAR.Caujaral-2:H2_T3
Sesion5,BAR.Ciudad Jardin_M3
Sesion5,BAR.Gracetales_M5
Sesion5,BAR.IND CC Viva Barranquilla_T3
Sesion5,BAR.La Magdalena_M2
Sesion5,BAR.La Victoria_T3
Sesion5,BAR.Metrocentro_M2
Sesion5,BAR.Murillo_M2
Sesion5,BAR.Pa la Playa (P1)_L2
Sesion5,BAR.RB Cementerio_L1
Sesion5,BAR.Robles-2_M1
Sesion5,BAR.Sao 93 (P1)_T2
Sesion5,BAR.Tabor_T3
Sesion5,BAR.Temp Nueva Esperanza_M2
Sesion5,BAR.Temp Terrazas_T3
Sesion5,BAR.Tobogan-1 (P1)_M2
Sesion5,BAR.Uninorte-2_L3
Sesion5,BAR.Uninorte-2_M2
Sesion5,BAR.Villacountry-2:H2_L1
Sesion5,BAR.Zona Franca-2_L4
Sesion5,BOL.Magangue-2_M2
Sesion5,BOL.Magangue-2_M3
Sesion5,BOL.Maria la Baja-3_M1
Sesion5,BOL.Mompox-3_L2
Sesion5,BOL.Santa Rosa Norte_T2
Sesion5,CAR.Bocagrande-2:P2_L1
Sesion5,CAR.Calamares_M3
Sesion5,CAR.Caracucha_L2
Sesion5,CAR.Contadora_M4
Sesion5,CAR.IND Puerto Mamonal_R1
Sesion5,CAR.IND Radisson_R2
Sesion5,CAR.Ladrillera La Clay_R3
Sesion5,CAR.San Fernando-3_T1
Sesion5,CAR.San Fernando-3_T3
Sesion5,BAR.CCM:H1_M2
Sesion5,BAR.Concretos (P1)_M2
Sesion5,BAR.Delicias-2_T3
Sesion5,BAR.Esmeralda_M2
Sesion5,BAR.Estadio Metro-2_L1
Sesion5,BAR.Estadio-1_T1
Sesion5,BAR.IND CC Viva Barranquilla_T2
Sesion5,BAR.Miramar-1_L2
Sesion5,BAR.Parque Rosado (P4)_M1
Sesion5,BAR.RB Macarena (P2)_L1
Sesion5,BAR.Soledad 2000_R1
Sesion5,BAR.Uninorte-2_L2
Sesion5,BAR.Via 40-4 (P1)_M1
Sesion5,BAR.Via 40-4_L3
Sesion5,BAR.Villa Luz_T1
Sesion5,BOL.Magangue-6_M4
Sesion5,BOL.Maria La Baja-2_L2
Sesion5,BOL.Santa Catalina_T1
Sesion5,BOL.Tiquisio_M1
Sesion5,CAR.Bosque_T1
Sesion5,CAR.CC Las Americas:H4_M1
Sesion5,CAR.La Vitrola Reub II_T3
Sesion5,BAR.Altos Riomar_L1
Sesion5,BAR.Calle 80:H4_L1
Sesion5,BAR.Caribe_L3
Sesion5,BAR.Caujaral-2:H2_L3
Sesion5,BAR.Centro-2_L2
Sesion5,BAR.Circunvalar-2 (P1)_R2
Sesion5,BAR.IND Transelca-2_L1
Sesion5,BAR.IND Union de Droguistas_M1
Sesion5,BAR.Policia Nacional_L2
Sesion5,BAR.Popular_M1
Sesion5,BAR.Price Smart (P1)_M3
Sesion5,BAR.Tabor_M2
Sesion5,BAR.Unimetro_M3
Sesion5,BOL.Cruz Viso_M2
Sesion5,BOL.Malagana_T1
Sesion5,CAR.Camaguey_M1
Sesion5,CAR.El Dorado_M1
Sesion5,CAR.Las Americas_R3
Sesion5,CAR.RB Base Naval_T2
Sesion5,CAR.San Francisco-2_R2
Sesion5,CAR.Terminal-2_T1
Sesion5,CAR.Torices_T1
Sesion5,CAR.Villa Olimpica (P4)_L3
Sesion5,BAR.Aeropuerto-2_R3
Sesion5,BAR.Altos Riomar_M1
Sesion5,BAR.Boulevard Simon (P1)_T3
Sesion5,BAR.Buenavista-2 (P1)_L3
Sesion5,BAR.CD Caribe_L1
Sesion5,BAR.Carrera 30 (P1)_M1
Sesion5,BAR.Carrizal-2_L1
Sesion5,BAR.Centro-2_T3
Sesion5,BAR.Concord_L3
Sesion5,BAR.IND Coltabaco_L1
Sesion5,BAR.IND Corpoacero_L1
Sesion5,BAR.Las Cayenas (P1)_M2
Sesion5,BAR.Las Flores_M2
Sesion5,BAR.Mercadito_L3
Sesion5,BAR.RB La Candelaria_L2
Sesion5,BAR.RB Los Loteros:H1_M1
Sesion5,BAR.RB Via 40-6 (P1)_L2
Sesion5,BAR.Silencio (P1)_L3
Sesion5,BAR.Sorrento_M2
Sesion5,BAR.Suri Salcedo_L2
Sesion5,BAR.Temp Carnaval 2020-1_M5
Sesion5,BAR.Villacountry-2:H2_T1
Sesion5,BOL.Cantagallo_T2
Sesion5,BOL.Magangue-2_L2
Sesion5,BOL.Maria la Baja-3_M3
Sesion5,BOL.Pontezuela_T2
Sesion5,CAR.Castellana_R1
Sesion5,CAR.El Pozon_M1
Sesion5,CAR.La Quinta_R1
Sesion5,CAR.Mamonal-3 Reub_T3
Sesion5,CAR.Mamonal-4_L1
Sesion5,CAR.Simon Bolivar-2_L3
Sesion5,CAR.UTB_T3
Sesion5,BAR.Aeropuerto-3_T2
Sesion5,BAR.Calle 93 (P1)_L1
Sesion5,BAR.Prado-3:H1_M3
Sesion5,BAR.RB Calle 70 (P1)_M1
Sesion5,BAR.Roberto Melendez (P3)_M1
Sesion5,BAR.Springfield:H3_L1
Sesion5,BAR.Velodromo (P1)_R3
Sesion5,BAR.Villa Argelia_M3
Sesion5,BOL.Macayepo_M3
Sesion5,BOL.Magangue-4_M1
Sesion5,CAR.Av Venezuela:P1_R2
Sesion5,CAR.Cementerio-3_M3
Sesion5,CAR.Club Profesionales_M1
Sesion5,CAR.Complejo Raquetas_T1
Sesion5,CAR.Las Americas_M2
Sesion5,CAR.Pie del Cerro_R3
Sesion5,BAR.Calle 17_M2
Sesion5,BAR.Caridad del Cobre_T2
Sesion5,BAR.Concepcion_M2
Sesion5,BAR.Estadio Metro-2_M9
Sesion5,BAR.IND Transelca-2_L2
Sesion5,BAR.RB Soledad Centro:H2_L1
Sesion5,BAR.Rb Cannon_T3
Sesion5,BAR.Rb Paraiso Romano:H1_M2
Sesion5,BAR.Rb Pastoral_M1
Sesion5,BAR.Roberto Melendez (P2)_T2
Sesion5,BAR.Santamaria_M2
Sesion5,BAR.Uniautonoma (P2)_T3
Sesion5,BAR.Uninorte-2 (P2)_M2
Sesion5,BOL.Arroyo Hondo_T2
Sesion5,BOL.Mompox-1_T3
Sesion5,CAR.Cordialidad_M1
Sesion5,CAR.Estelar Manzanillo_T1
Sesion5,CAR.Mamonal-2_M2
Sesion5,CAR.Sociedad Portuaria_R2
Sesion5,CAR.Terminal-2_M1
Sesion5,BAR.Boulevard Simon (P1)_R2
Sesion5,BAR.Buenavista-2 (P1)_L1
Sesion5,BAR.CA Edgar Renteria (P1)_M3
Sesion5,BAR.Carrera 8_M1
Sesion5,BAR.Chiquinquira_L2
Sesion5,BAR.Ciudad Caribe ALT2_L3
Sesion5,BAR.Ciudad Jardin_T1
Sesion5,BAR.Ciudadela_M3
Sesion5,BAR.Concepcion_L3
Sesion5,BAR.El Golf_T3
Sesion5,BAR.Estadio Metro-2_T4
Sesion5,BAR.Estadio Metro_M6
Sesion5,BAR.Miramar-1_L1
Sesion5,BAR.Miramar-2_L3
Sesion5,BAR.Popular_M2
Sesion5,BAR.Pradera_L1
Sesion5,BAR.Pradera_L2
Sesion5,BAR.RB Granabastos:H1_L1
Sesion5,BAR.RB Via 40_L4
Sesion5,BAR.Sourdis_R3
Sesion5,BOL.Magangue-9_L2
Sesion5,BOL.Maria La Baja-2_L1
Sesion5,BOL.Mompox-4_L3
Sesion5,BOL.Puerto Naito_L1
Sesion5,BOL.Villanueva_T2
Sesion5,CAR.Arsenal_T2
Sesion5,CAR.Bocagrande-2:P2_T1
Sesion5,CAR.Bocagrande-2_M2
Sesion5,CAR.Camaguey_L1
Sesion5,CAR.Diamante-2_L1
Sesion5,CAR.El Conde_T1
Sesion5,CAR.Hospital Naval Reub_L2
Sesion5,CAR.La Quinta_M3
Sesion5,CAR.Las Americas-2_L1
Sesion5,CAR.Mamonal-6:H1_L2
Sesion5,CAR.Paraiso_M1
Sesion5,CAR.Pie del Cerro_M3
Sesion5,CAR.Pozon-2_L2
Sesion5,CAR.Socorro-2_T1
Sesion5,BAR.Altos de Riomar-2 (P1)_M1
Sesion5,BAR.Calle 72_T2
Sesion5,BAR.Caribe_L2
Sesion5,BAR.Caribe_T2
Sesion5,BAR.Estadio Metro_T4
Sesion5,BAR.Ethernit_L1
Sesion5,BAR.Parque Padilla (P2)_L2
Sesion5,BAR.Temp Carnaval 2020-1_M4
Sesion5,BOL.Cordoba_M2
Sesion5,BOL.RB Galerazamba_M1
Sesion5,CAR.Arsenal_L2
Sesion5,CAR.Bocagrande-8_R3
Sesion5,CAR.Ejecutivos_R2
Sesion5,CAR.El Pozon_L1
Sesion5,CAR.India Catalina_R3
Sesion5,CAR.Laguna Club (P2)_R1
Sesion5,CAR.Los Ciruelos_M2
Sesion5,CAR.Mamonal-3 Reub_T1
Sesion5,BAR.Aduana_M1
Sesion5,BAR.Alto Prado_M3
Sesion5,BAR.Blue Garden (P1)_M3
Sesion5,BAR.Boulevard Simon (P1)_M1
Sesion5,BAR.CCM:H1_L2
Sesion5,BAR.Centroamericanos Acuatico_L3
Sesion5,BAR.Centroamericanos Acuatico_T2
Sesion5,BAR.Esmeralda-2 (P1)_T3
Sesion5,BAR.Esmeralda-2 (P2)_T1
Sesion5,BAR.IND Energia Solar_L1
Sesion5,BAR.La Central_M3
Sesion5,BAR.Parque Rosado (P1)_L1
Sesion5,BAR.Riomar_L1
Sesion5,BAR.Silencio (P1)_T2
Sesion5,BOL.Isla Grande_M2
Sesion5,BOL.Juan Arias_T1
Sesion5,BOL.Maria la Baja-3_L3
Sesion5,BOL.San Jacinto Cauca_M1
Sesion5,BOL.Yati_L1
Sesion5,CAR.Los Alpes_R3
Sesion5,CAR.Paraiso_R2
Sesion5,CAR.Recreo-2_L3
Sesion5,CAR.Simon Bolivar-3_L2
Sesion5,BAR.Aeropuerto-2_R2
Sesion5,BAR.IND CC Viva Barranquilla_M3
Sesion5,BAR.La Mina_L2
Sesion5,BAR.Los Loteros-2 Reub_R3
Sesion5,BAR.Manhattan_M1
Sesion5,BAR.Parque Rosado (P4)_T2
Sesion5,BAR.Patinodromo_L1
Sesion5,BAR.Puerta de Oro (P2)_L2
Sesion5,BAR.RB Calle 70 (P1)_M2
Sesion5,BAR.RB Ethernit_L2
Sesion5,BAR.RB Via 40_L2
Sesion5,BAR.Rb Cannon_L3
Sesion5,BAR.Robles-2_M2
Sesion5,BAR.Terminal_R2
Sesion5,BOL.Achi_T2
Sesion5,CAR.Bocagrande-2_R3
Sesion5,CAR.ETCS Telmex_L3
Sesion5,CAR.Mamonal-12_L1
Sesion5,CAR.Palmeras-2_R1
Sesion5,CAR.SDS Bosque_L1
Sesion5,BAR.Aeropuerto-3_L1
Sesion5,BAR.Aeropuerto_T2
Sesion5,BAR.CD Caribe_L2
Sesion5,BAR.Estadio Metro_L4
Sesion5,BAR.La Magdalena_T3
Sesion5,BAR.Los Robles_T3
Sesion5,BAR.Portal del Prado-2_L7
Sesion5,BAR.Portal del Prado-2_M7
Sesion5,BAR.Puerta del Sol_L2
Sesion5,BAR.RB Soledad Centro:H2_R3
Sesion5,BAR.Roberto Melendez (P2)_M3
Sesion5,BAR.Uninorte_R3
Sesion5,BAR.Villacountry-2:H2_T2
Sesion5,BOL.Matute_T1
Sesion5,CAR.IND Sundancer_M1
Sesion5,CAR.Mamonal-2 (P1)_M2
Sesion5,CAR.Mamonal-3 Reub_R3
Sesion5,CAR.Olaya_R2
Sesion5,CAR.Palmeras-2_L1
Sesion5,BAR.Avenida del Rio (P1)_T1
Sesion5,BAR.Country Club-2 (P1)_T2
Sesion5,BAR.Esmeralda-2 (P2)_R2
Sesion5,BAR.Flexotar_L3
Sesion5,BAR.Granada_M2
Sesion5,BAR.La Victoria_M2
Sesion5,BAR.Prado-3:H1_M1
Sesion5,BAR.RB Sourdis ALT2_M1
Sesion5,BAR.RB Via 40_M3
Sesion5,BAR.Silencio (P1)_R1
Sesion5,BAR.Universal_M3
Sesion5,BAR.Villa Estadio_T2
Sesion5,BAR.Villa Luz_T2
Sesion5,BAR.Villa San Pablo_M2
Sesion5,BOL.Mahates_M1
Sesion5,BOL.Margarita_T1
Sesion5,BOL.Mompox-4_T1
Sesion5,BOL.Norosi_L1
Sesion5,BOL.Santa Rosa Norte_M3
Sesion5,BOL.Turbaco-2_R2
Sesion5,CAR.Bocagrande-2:P3_T2
Sesion5,CAR.Bocagrande_T1
Sesion5,CAR.Bosque_T2
Sesion5,CAR.CC Las Americas:H3_L2
Sesion5,CAR.Contadora_M2
Sesion5,CAR.Cordialidad_L2
Sesion5,CAR.Crespo-2_M3
Sesion5,CAR.IND Radisson_M2
Sesion5,CAR.La Princesa_L2
Sesion5,CAR.Las Americas_M1
Sesion5,CAR.Mamonal-6:H1_T1
Sesion5,CAR.Manga_T2
Sesion5,CAR.Pedro Heredia_L3
Sesion5,CAR.Punta Canoa_L1
Sesion5,CAR.Terminal-2_M2
Sesion5,BAR.Alto Prado_T3
Sesion5,BAR.CCM:H1_L1
Sesion5,BAR.Calle 82_L2
Sesion5,BAR.Carrera 38-2 (P1)_T3
Sesion5,BAR.Centro Civico:H2_L2
Sesion5,BAR.Concepcion_T3
Sesion5,BAR.Country Club-2 (P1)_M1
Sesion5,BAR.Delicias-2_L1
Sesion5,BAR.Estadio Metro-2_M4
Sesion5,BAR.Estadio-1_R3
Sesion5,BAR.Exito-2 (P1)_L3
Sesion5,BAR.Murillo-2 (P1)_T3
Sesion5,BAR.RB Carrizal_T2
Sesion5,BAR.Rb San Isidro_M3
Sesion5,BAR.Uninorte-2 (P2)_T1
Sesion5,BAR.Villacountry-2:H3_M3
Sesion5,BAR.Zona Franca_L1
Sesion5,BOL.Cicuco_M2
Sesion5,BOL.Las Piedras_M1
Sesion5,BOL.Magangue-6_M3
Sesion5,CAR.Bazurto_L3
Sesion5,CAR.Cementerio-2_L2
Sesion5,CAR.Cordialidad_T2
Sesion5,CAR.Crespo-2 (P2)_T1
Sesion5,CAR.La Quinta_R2
Sesion5,CAR.Manga-3_T1
Sesion5,CAR.Muelles El Bosque (P1)_L1
Sesion5,CAR.Palmeras-2_R3
Sesion5,CAR.Pedro Heredia_M2
Sesion5,CAR.RB Villa Lorena_M2
Sesion5,CAR.Surtigas-2_T2
